日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-18,油電燃氣類指數,115.50,+,0.46,0.40,
2026-09-18,綠能環保類指數,134.13,+,4.85,3.75,
2026-09-18,數位雲端類指數,40.32,+,0.35,0.88,
2026-09-18,運動休閒類指數,56.07,-,0.15,-0.27,
2026-09-18,居家生活類指數,99.50,-,0.27,-0.27,
2026-09-18,其他類指數,277.06,+,0.77,0.28,
2026-09-18,臺指日報酬兩倍指數,232739.75,+,"8,644.20",3.86,
2026-09-18,臺指反向一倍指數,1211.69,-,23.83,-1.93,
2026-09-18,電子類兩倍槓桿指數,379581.61,+,"17,629.64",4.87,
2026-09-18,電子類反向指數,746.51,-,18.63,-2.43,
2026-09-18,臺灣生技指數,4229.64,+,18.62,0.44,
2026-09-18,臺灣中小型公司治理指數,19332.49,+,276.78,1.45,
2026-09-18,臺灣IPO指數,9014.82,+,349.18,4.03,
2026-09-18,智慧中立指數,3211.31,-,0.78,-0.02,
2026-09-18,臺灣企業社會責任中小型指數,16087.62,+,173.90,1.09,
2026-09-18,特選臺灣電動車代表指數,21639.82,+,688.99,3.29,
2026-09-18,臺灣科技龍頭通訊指數,25811.43,+,726.38,2.90,
2026-09-18,臺灣全市場指數,16326.73,+,348.44,2.18,
2026-09-18,臺灣全市場半導體指數,21296.98,+,825.06,4.03,
2026-09-18,臺灣智慧移動與電動車指數,17732.43,+,685.95,4.02,
2026-09-18,特選小資高價30指數,22588.40,+,815.68,3.75,
2026-09-18,特選臺灣綠能及電動車指數,11928.87,+,258.13,2.21,
2026-09-18,特選臺灣智能車供應鏈聯盟指數,18296.35,+,546.84,3.08,
2026-09-18,臺灣全市場半導體精選30指數,16510.47,+,579.31,3.64,
2026-09-18,特選臺灣高股息30指數,7113.91,+,36.34,0.51,
2026-09-18,臺灣友善環境指數,13671.75,+,255.98,1.91,
2026-09-18,台灣永續價值指數,13924.18,+,182.34,1.33,
2026-09-18,特選臺灣IC設計指數,8044.29,+,414.08,5.43,
2026-09-18,特選臺灣環境永續高股息指數,7365.06,+,101.59,1.40,
2026-09-18,特選臺灣IC設計產業代表指數,11708.93,+,643.59,5.82,
2026-09-18,特選臺灣綠能指數,9390.64,+,260.05,2.85,
2026-09-18,特選臺灣智慧50指數,11398.26,+,299.51,2.70,
2026-09-18,臺灣晶圓製造指數,17503.25,+,775.65,4.64,
2026-09-18,臺灣精選高息指數,8739.82,-,25.23,-0.29,
2026-09-18,臺灣多因子優選高股息30指數,11899.42,+,63.68,0.54,
2026-09-18,特選臺灣優利高填息30指數,13148.15,-,6.67,-0.05,
2026-09-18,特選臺灣科技優息指數,15062.16,+,344.43,2.34,
2026-09-18,臺灣半導體收益指數,16512.53,+,600.36,3.77,
2026-09-18,臺灣優選成長高股息指數,12887.43,+,204.67,1.61,
2026-09-18,特選臺灣ESG低碳高息40指數,11240.18,+,137.99,1.24,
2026-09-18,臺灣優選多因子30指數,16175.71,-,13.38,-0.08,
2026-09-18,臺灣創新科技50指數,22273.74,+,835.89,3.90,
2026-09-18,臺灣全市場新經濟產業指數,3859.52,+,50.86,1.34,
2026-09-18,臺灣ESG永續高股息等權重指數,7044.21,+,62.47,0.89,
2026-09-18,臺灣永續高息中小型指數,7808.59,+,90.03,1.17,
2026-09-18,特選臺灣高息動能指數,11159.37,-,22.31,-0.20,
2026-09-18,臺灣電子成長高息等權重指數,8469.14,+,99.67,1.19,
2026-09-18,特選臺灣優利成長指數,7281.56,+,87.11,1.21,
2026-09-18,臺灣價值高息指數,7702.03,+,74.79,0.98,
2026-09-18,特選臺灣IC設計動能指數,13828.61,+,735.95,5.62,
2026-09-18,臺灣趨勢動能高股息指數,8556.34,+,114.24,1.35,
2026-09-18,特選臺灣科技高息成長指數,8540.36,+,110.20,1.31,
2026-09-18,特選臺灣AI優息動能指數,7662.16,+,96.34,1.27,
2026-09-18,臺灣優選AI 50指數,9181.50,+,141.14,1.56,
2026-09-18,台灣旗艦動能50指數,10524.70,+,50.02,0.48,
2026-09-18,特選臺灣動能趨勢指數,16219.89,+,508.10,3.23,
2026-09-18,特選臺灣動能優息指數,7282.31,+,41.38,0.57,
2026-09-18,特選臺灣璞玉精選收益指數,4642.29,+,43.19,0.94,
2026-09-18,金融類日報酬兩倍指數,130443.39,-,"2,559.49",-1.92,
2026-09-18,金融類日報酬反向一倍指數,1907.33,+,18.18,0.96,
2026-09-18,漲升股利150指數,22129.21,+,473.13,2.18,
2026-09-18,藍籌30指數,28270.08,+,894.09,3.27,
2026-09-18,工業菁英30指數,26592.72,+,853.33,3.32,
2026-09-18,低波動股利精選30指數,13906.54,-,1.24,-0.01,
2026-09-18,中小型A級動能50指數,31014.88,+,849.28,2.82,
2026-09-18,特選高息低波指數,12752.36,-,8.10,-0.06,
2026-09-18,臺灣永續指數,26408.66,+,539.67,2.09,
2026-09-18,存股雙十等權重指數,21277.24,+,633.08,3.07,
2026-09-18,特選大蘋果指數,28345.15,+,664.76,2.40,
2026-09-18,中小型300指數,17694.78,+,326.67,1.88,
2026-09-18,微波高息精選20指數,15013.33,+,327.02,2.23,
2026-09-18,特選世代行動通訊指數,18987.83,+,416.24,2.24,
2026-09-18,智慧投資多因子30指數,8259.10,+,17.68,0.21,
2026-09-18,臺股期貨指數,25501.08,+,523.27,2.09,
2026-09-18,臺灣上櫃永續指數,13508.94,+,549.43,4.24,
2026-09-18,特選台股領航指數,26787.42,+,686.31,2.63,
2026-09-18,特選Smart多因子指數,19601.49,+,492.51,2.58,
2026-09-18,特選ESG高股息指數,14504.34,+,203.21,1.42,
2026-09-18,特選上櫃ESG成長指數,10263.08,+,526.72,5.41,
2026-09-18,臺灣優息存股指數,6163.37,-,48.17,-0.78,
2026-09-18,特選上櫃ESG永續高股息指數,14032.46,+,549.05,4.07,
2026-09-18,特選臺灣金融高股息存股指數,11889.42,-,118.12,-0.98,
2026-09-18,特選臺灣產業龍頭存股等權重指數,9503.64,+,125.32,1.34,
2026-09-18,上櫃ESG 30指數,15218.70,+,670.71,4.61,
2026-09-18,臺灣ESG低碳50指數,17516.85,+,384.14,2.24,
2026-09-18,臺灣創新板指數,23079.65,+,"1,072.34",4.87,
2026-09-18,特選上櫃ESG龍頭指數,13184.37,+,414.11,3.24,
2026-09-18,臺灣市值動能50指數,11322.86,+,252.75,2.28,
2026-09-18,臺灣護城河概念優選50指數,10703.77,+,166.66,1.58,
2026-09-18,特選臺灣中小型精選動能100指數,7148.69,+,178.25,2.56,
2026-09-18,特選臺灣大型股25指數,11942.44,+,198.38,1.69,
2026-09-18,特選臺灣TOP 50指數,9519.96,+,155.63,1.66,
2026-09-18,臺灣璞玉指數,5764.78,+,47.44,0.83,
2026-09-18,特選臺灣市值領航50指數,6592.54,+,154.42,2.40,
2026-09-18,臺灣璞玉中小優選100指數,4858.09,+,133.51,2.83,
2026-09-18,寶島股價報酬指數,81445.68,+,"1,631.82",2.04,
2026-09-18,發行量加權股價報酬指數,109090.87,+,"2,064.21",1.93,
2026-09-18,臺灣公司治理100報酬指數,45199.99,+,760.20,1.71,
2026-09-18,臺灣50報酬指數,101578.13,+,"1,958.41",1.97,
2026-09-18,臺灣50權重上限30%報酬指數,88478.12,+,"1,992.24",2.30,
2026-09-18,臺灣中型100報酬指數,79149.57,+,"1,291.36",1.66,
2026-09-18,臺灣資訊科技股報酬指數,197213.37,+,"4,319.04",2.24,
2026-09-18,臺灣發達報酬指數,40182.98,+,811.13,2.06,
2026-09-18,臺灣高股息報酬指數,53367.23,+,477.24,0.90,
2026-09-18,臺灣就業99報酬指數,53682.37,+,744.99,1.41,
2026-09-18,臺灣高薪100報酬指數,41371.95,+,144.58,0.35,
2026-09-18,未含金融電子報酬指數,40903.96,+,232.24,0.57,
2026-09-18,小型股300報酬指數,20915.79,+,304.67,1.48,
2026-09-18,水泥類報酬指數,284.72,-,0.74,-0.26,
2026-09-18,食品類報酬指數,3445.15,+,4.79,0.14,
2026-09-18,塑膠類報酬指數,779.98,+,3.88,0.50,
2026-09-18,紡織纖維類報酬指數,887.90,-,2.34,-0.26,
2026-09-18,電機機械類報酬指數,886.64,+,15.17,1.74,
2026-09-18,電器電纜類報酬指數,187.76,+,0.31,0.17,
2026-09-18,化學生技醫療類報酬指數,282.15,+,1.14,0.41,
2026-09-18,化學類報酬指數,369.13,+,1.57,0.43,
2026-09-18,生技醫療類報酬指數,139.76,+,0.55,0.40,
2026-09-18,玻璃陶瓷類報酬指數,179.38,+,1.15,0.65,
2026-09-18,造紙類報酬指數,468.88,-,5.10,-1.08,
2026-09-18,鋼鐵類報酬指數,228.51,+,2.30,1.02,
2026-09-18,橡膠類報酬指數,350.51,-,2.48,-0.70,
2026-09-18,汽車類報酬指數,537.79,+,3.91,0.73,
2026-09-18,電子工業類報酬指數,6170.64,+,146.71,2.44,
2026-09-18,半導體類報酬指數,3070.95,+,71.34,2.38,
2026-09-18,電腦及週邊設備類報酬指數,1179.35,+,17.47,1.50,
2026-09-18,光電類報酬指數,121.95,+,3.92,3.32,
2026-09-18,通信網路類報酬指數,555.85,+,7.29,1.33,
2026-09-18,電子零組件類報酬指數,1808.87,+,57.03,3.26,
2026-09-18,電子通路類報酬指數,1066.34,+,16.67,1.59,
2026-09-18,資訊服務類報酬指數,675.44,+,15.45,2.34,
2026-09-18,其他電子類報酬指數,515.84,+,14.64,2.92,
2026-09-18,建材營造類報酬指數,1100.73,+,26.32,2.45,
2026-09-18,航運類報酬指數,485.56,-,2.19,-0.45,
2026-09-18,觀光餐旅類報酬指數,162.86,-,0.02,-0.01,
2026-09-18,金融保險類報酬指數,7185.47,-,69.81,-0.96,
2026-09-18,貿易百貨類報酬指數,424.74,-,0.45,-0.11,
2026-09-18,油電燃氣類報酬指數,201.11,+,0.80,0.40,
2026-09-18,綠能環保類報酬指數,149.96,+,5.42,3.75,
2026-09-18,數位雲端類報酬指數,44.24,+,0.38,0.87,
2026-09-18,運動休閒類報酬指數,65.56,-,0.18,-0.27,
2026-09-18,居家生活類報酬指數,116.41,-,0.33,-0.28,
2026-09-18,其他類報酬指數,547.70,+,1.51,0.28,
2026-09-18,臺灣生技報酬指數,4973.97,+,21.90,0.44,
2026-09-18,臺灣中小型公司治理報酬指數,28926.52,+,414.13,1.45,
2026-09-18,臺灣IPO報酬指數,11279.60,+,436.90,4.03,
2026-09-18,智慧中立報酬指數,4610.13,-,1.12,-0.02,
2026-09-18,加權指數掩護性臺指買權價外5%報酬指數,17933.67,+,255.99,1.45,
2026-09-18,臺灣企業社會責任中小型報酬指數,21969.45,+,237.49,1.09,
2026-09-18,特選臺灣電動車代表報酬指數,27205.39,+,866.20,3.29,
2026-09-18,臺灣科技龍頭通訊報酬指數,31500.56,+,886.48,2.90,
2026-09-18,臺灣全市場報酬指數,19603.48,+,418.37,2.18,
2026-09-18,臺灣全市場半導體報酬指數,25804.56,+,999.68,4.03,
2026-09-18,臺灣智慧移動與電動車報酬指數,21642.32,+,837.20,4.02,
2026-09-18,特選小資高價30報酬指數,26378.82,+,952.54,3.75,
2026-09-18,特選臺灣綠能及電動車報酬指數,14567.43,+,315.23,2.21,
2026-09-18,特選臺灣智能車供應鏈聯盟報酬指數,22004.20,+,657.66,3.08,
2026-09-18,臺灣全市場半導體精選30報酬指數,19602.40,+,687.80,3.64,
2026-09-18,特選臺灣高股息30報酬指數,11356.86,+,58.01,0.51,
2026-09-18,臺灣友善環境報酬指數,16475.38,+,308.47,1.91,
2026-09-18,台灣永續價值報酬指數,16244.05,+,212.73,1.33,
2026-09-18,特選臺灣IC設計報酬指數,9948.98,+,512.12,5.43,
2026-09-18,特選臺灣環境永續高股息報酬指數,11575.59,+,159.66,1.40,
2026-09-18,特選臺灣IC設計產業代表報酬指數,14465.55,+,795.11,5.82,
2026-09-18,特選臺灣綠能報酬指數,10973.40,+,303.89,2.85,
2026-09-18,特選臺灣智慧50報酬指數,13875.25,+,364.61,2.70,
2026-09-18,臺灣晶圓製造報酬指數,20776.51,+,920.70,4.64,
2026-09-18,臺灣精選高息報酬指數,13284.80,-,38.35,-0.29,
2026-09-18,臺灣多因子優選高股息30報酬指數,15650.01,+,83.76,0.54,
2026-09-18,特選臺灣優利高填息30報酬指數,18031.25,-,9.14,-0.05,
2026-09-18,特選臺灣科技優息報酬指數,18304.05,+,418.56,2.34,
2026-09-18,臺灣半導體收益報酬指數,19406.79,+,705.59,3.77,
2026-09-18,臺灣優選成長高股息報酬指數,15513.93,+,246.38,1.61,
2026-09-18,特選臺灣ESG低碳高息40報酬指數,13604.14,+,167.01,1.24,
2026-09-18,臺灣優選多因子30報酬指數,18442.71,-,15.25,-0.08,
2026-09-18,臺灣創新科技50報酬指數,24758.02,+,929.12,3.90,
2026-09-18,臺灣全市場新經濟產業報酬指數,4458.07,+,58.76,1.34,
2026-09-18,臺灣ESG永續高股息等權重報酬指數,8509.69,+,75.47,0.89,
2026-09-18,臺灣永續高息中小型報酬指數,9106.05,+,104.98,1.17,
2026-09-18,特選臺灣高息動能報酬指數,12930.91,-,25.84,-0.20,
2026-09-18,臺灣電子成長高息等權重報酬指數,9693.69,+,114.09,1.19,
2026-09-18,特選臺灣優利成長報酬指數,8445.59,+,101.03,1.21,
2026-09-18,臺灣價值高息報酬指數,8921.29,+,86.64,0.98,
2026-09-18,特選臺灣IC設計動能報酬指數,14662.22,+,780.32,5.62,
2026-09-18,臺灣趨勢動能高股息報酬指數,9849.16,+,131.51,1.35,
2026-09-18,特選臺灣科技高息成長報酬指數,9893.85,+,127.66,1.31,
2026-09-18,特選臺灣AI優息動能報酬指數,8518.93,+,107.12,1.27,
2026-09-18,臺灣優選AI 50報酬指數,10175.60,+,156.42,1.56,
2026-09-18,台灣旗艦動能50報酬指數,11274.60,+,53.59,0.48,
2026-09-18,特選臺灣動能趨勢報酬指數,17598.48,+,551.28,3.23,
2026-09-18,特選臺灣動能優息報酬指數,7660.96,+,43.54,0.57,
2026-09-18,特選臺灣璞玉精選收益報酬指數,4820.20,+,44.85,0.94,
2026-09-18,漲升股利150報酬指數,34745.92,+,742.87,2.18,
2026-09-18,藍籌30報酬指數,40457.37,+,"1,279.53",3.27,
2026-09-18,工業菁英30報酬指數,38662.43,+,"1,240.62",3.32,
2026-09-18,低波動股利精選30報酬指數,20826.16,-,1.87,-0.01,
2026-09-18,中小型A級動能50報酬指數,41231.82,+,"1,129.05",2.82,
2026-09-18,特選高息低波報酬指數,21318.32,-,13.54,-0.06,
2026-09-18,臺灣永續報酬指數,37848.38,+,773.45,2.09,
2026-09-18,存股雙十等權重報酬指數,32021.98,+,952.78,3.07,
2026-09-18,特選大蘋果報酬指數,38444.44,+,901.61,2.40,
2026-09-18,中小型300報酬指數,23344.11,+,430.97,1.88,
2026-09-18,微波高息精選20報酬指數,20709.45,+,451.10,2.23,
2026-09-18,特選世代行動通訊報酬指數,24278.41,+,532.22,2.24,
2026-09-18,智慧投資多因子30報酬指數,11802.76,+,25.26,0.21,
2026-09-18,特選大蘋果報酬正向兩倍指數,212832.22,+,"9,754.05",4.80,
2026-09-18,特選大蘋果報酬反向一倍指數,1040.83,-,25.61,-2.40,
2026-09-18,臺灣上櫃永續報酬指數,17069.68,+,694.25,4.24,
2026-09-18,特選台股領航報酬指數,35283.52,+,903.98,2.63,
2026-09-18,特選Smart多因子報酬指數,24340.88,+,611.60,2.58,
2026-09-18,特選ESG高股息報酬指數,20841.03,+,291.99,1.42,
2026-09-18,特選上櫃ESG成長報酬指數,12028.04,+,617.30,5.41,
2026-09-18,臺灣優息存股報酬指數,8007.28,-,62.58,-0.78,
2026-09-18,特選上櫃ESG永續高股息報酬指數,17012.78,+,665.66,4.07,
2026-09-18,特選臺灣金融高股息存股報酬指數,14196.51,-,141.04,-0.98,
2026-09-18,特選臺灣產業龍頭存股等權重報酬指數,11209.84,+,147.81,1.34,
2026-09-18,上櫃ESG 30報酬指數,17063.70,+,752.02,4.61,
2026-09-18,臺灣ESG低碳50報酬指數,19777.98,+,433.71,2.24,
2026-09-18,臺灣創新板報酬指數,23839.32,+,"1,107.63",4.87,
2026-09-18,特選上櫃ESG龍頭報酬指數,14516.68,+,455.97,3.24,
2026-09-18,臺灣市值動能50報酬指數,11990.63,+,267.66,2.28,
2026-09-18,臺灣護城河概念優選50報酬指數,11289.78,+,175.79,1.58,
2026-09-18,特選臺灣中小型精選動能100報酬指數,7527.40,+,187.69,2.56,
2026-09-18,特選臺灣大型股25報酬指數,12435.69,+,206.57,1.69,
2026-09-18,特選臺灣TOP 50報酬指數,9666.10,+,158.02,1.66,
2026-09-18,臺灣璞玉報酬指數,5987.73,+,49.29,0.83,
2026-09-18,特選臺灣市值領航50報酬指數,6669.06,+,156.21,2.40,
2026-09-18,臺灣璞玉中小優選100報酬指數,4961.54,+,136.36,2.83,
