日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-15,台灣旗艦動能50指數,10298.22,-,102.57,-0.99,
2026-09-15,特選臺灣動能趨勢指數,15421.30,-,177.29,-1.14,
2026-09-15,特選臺灣動能優息指數,7106.20,-,84.81,-1.18,
2026-09-15,特選臺灣璞玉精選收益指數,4536.67,-,27.92,-0.61,
2026-09-15,金融類日報酬兩倍指數,128181.21,-,"2,870.83",-2.19,
2026-09-15,金融類日報酬反向一倍指數,1925.00,+,20.86,1.10,
2026-09-15,漲升股利150指數,21241.90,-,255.50,-1.19,
2026-09-15,藍籌30指數,27072.71,-,397.13,-1.45,
2026-09-15,工業菁英30指數,25153.08,-,427.10,-1.67,
2026-09-15,低波動股利精選30指數,13589.99,-,159.46,-1.16,
2026-09-15,中小型A級動能50指數,29695.54,-,287.51,-0.96,
2026-09-15,特選高息低波指數,12570.07,-,43.55,-0.35,
2026-09-15,臺灣永續指數,25463.87,-,267.75,-1.04,
2026-09-15,存股雙十等權重指數,20406.69,-,345.83,-1.67,
2026-09-15,特選大蘋果指數,27373.34,-,226.72,-0.82,
2026-09-15,中小型300指數,17003.87,-,227.46,-1.32,
2026-09-15,微波高息精選20指數,14201.14,-,236.69,-1.64,
2026-09-15,特選世代行動通訊指數,18391.28,-,248.07,-1.33,
2026-09-15,智慧投資多因子30指數,8143.74,-,8.11,-0.10,
2026-09-15,臺股期貨指數,24598.67,-,88.36,-0.36,
2026-09-15,臺灣上櫃永續指數,12616.37,-,205.18,-1.60,
2026-09-15,特選台股領航指數,25810.53,-,399.33,-1.52,
2026-09-15,特選Smart多因子指數,18844.43,-,214.54,-1.13,
2026-09-15,特選ESG高股息指數,13900.56,-,278.85,-1.97,
2026-09-15,特選上櫃ESG成長指數,9495.51,-,161.66,-1.67,
2026-09-15,臺灣優息存股指數,6071.17,-,65.03,-1.06,
2026-09-15,特選上櫃ESG永續高股息指數,13006.53,-,233.64,-1.76,
2026-09-15,特選臺灣金融高股息存股指數,11794.69,-,91.72,-0.77,
2026-09-15,特選臺灣產業龍頭存股等權重指數,9253.34,-,59.57,-0.64,
2026-09-15,上櫃ESG 30指數,14353.49,-,276.92,-1.89,
2026-09-15,臺灣ESG低碳50指數,16907.32,-,131.86,-0.77,
2026-09-15,臺灣創新板指數,21015.52,-,"1,213.31",-5.46,
2026-09-15,特選上櫃ESG龍頭指數,12417.30,-,137.11,-1.09,
2026-09-15,臺灣市值動能50指數,10923.42,-,66.07,-0.60,
2026-09-15,臺灣護城河概念優選50指數,10397.09,-,60.86,-0.58,
2026-09-15,特選臺灣中小型精選動能100指數,6851.33,-,104.74,-1.51,
2026-09-15,特選臺灣大型股25指數,11567.17,-,50.49,-0.43,
2026-09-15,特選臺灣TOP 50指數,9215.42,-,69.74,-0.75,
2026-09-15,臺灣璞玉指數,5644.26,-,17.14,-0.30,
2026-09-15,特選臺灣市值領航50指數,6370.21,-,65.24,-1.01,
2026-09-15,臺灣璞玉中小優選100指數,4678.68,-,61.37,-1.29,
2026-09-15,寶島股價報酬指數,78346.47,-,643.89,-0.82,
2026-09-15,發行量加權股價報酬指數,105100.30,-,810.58,-0.77,
2026-09-15,臺灣公司治理100報酬指數,43664.54,-,235.50,-0.54,
2026-09-15,臺灣50報酬指數,97920.33,-,567.85,-0.58,
2026-09-15,臺灣50權重上限30%報酬指數,85140.34,-,927.29,-1.08,
2026-09-15,臺灣中型100報酬指數,76198.70,-,"1,063.18",-1.38,
2026-09-15,臺灣資訊科技股報酬指數,189550.10,-,"1,261.85",-0.66,
2026-09-15,臺灣發達報酬指數,38699.80,-,136.44,-0.35,
2026-09-15,臺灣高股息報酬指數,51432.71,-,598.68,-1.15,
2026-09-15,臺灣就業99報酬指數,51735.43,-,590.07,-1.13,
2026-09-15,臺灣高薪100報酬指數,40415.83,-,397.24,-0.97,
2026-09-15,未含金融電子報酬指數,39563.51,-,524.90,-1.31,
2026-09-15,小型股300報酬指數,20100.26,-,222.62,-1.10,
2026-09-15,水泥類報酬指數,281.11,-,0.25,-0.09,
2026-09-15,食品類報酬指數,3406.36,-,8.71,-0.26,
2026-09-15,塑膠類報酬指數,733.81,-,31.86,-4.16,
2026-09-15,紡織纖維類報酬指數,879.19,-,9.31,-1.05,
2026-09-15,電機機械類報酬指數,853.36,-,6.64,-0.77,
2026-09-15,電器電纜類報酬指數,184.29,-,2.31,-1.24,
2026-09-15,化學生技醫療類報酬指數,273.31,-,0.18,-0.07,
2026-09-15,化學類報酬指數,352.53,-,3.48,-0.98,
2026-09-15,生技醫療類報酬指數,136.20,+,0.44,0.32,
2026-09-15,玻璃陶瓷類報酬指數,171.12,-,5.18,-2.94,
2026-09-15,造紙類報酬指數,464.79,-,4.14,-0.88,
2026-09-15,鋼鐵類報酬指數,222.95,-,2.21,-0.98,
2026-09-15,橡膠類報酬指數,346.46,-,0.70,-0.20,
2026-09-15,汽車類報酬指數,528.10,-,4.37,-0.82,
2026-09-15,電子工業類報酬指數,5923.39,-,39.03,-0.65,
2026-09-15,半導體類報酬指數,2933.49,-,15.95,-0.54,
2026-09-15,電腦及週邊設備類報酬指數,1152.08,-,10.35,-0.89,
2026-09-15,光電類報酬指數,114.86,-,1.20,-1.03,
2026-09-15,通信網路類報酬指數,547.91,-,1.88,-0.34,
2026-09-15,電子零組件類報酬指數,1760.39,-,19.88,-1.12,
2026-09-15,電子通路類報酬指數,1021.37,-,5.23,-0.51,
2026-09-15,資訊服務類報酬指數,657.62,+,6.36,0.98,
2026-09-15,其他電子類報酬指數,495.24,-,4.08,-0.82,
2026-09-15,建材營造類報酬指數,1050.98,-,11.36,-1.07,
2026-09-15,航運類報酬指數,469.70,-,7.04,-1.48,
2026-09-15,觀光餐旅類報酬指數,161.85,-,0.39,-0.24,
2026-09-15,金融保險類報酬指數,7121.78,-,78.88,-1.10,
2026-09-15,貿易百貨類報酬指數,420.24,-,0.93,-0.22,
2026-09-15,油電燃氣類報酬指數,193.23,+,0.16,0.08,
2026-09-15,綠能環保類報酬指數,141.36,-,3.16,-2.19,
2026-09-15,數位雲端類報酬指數,43.19,-,0.45,-1.03,
2026-09-15,運動休閒類報酬指數,65.02,+,0.32,0.49,
2026-09-15,居家生活類報酬指數,118.63,+,0.80,0.68,
2026-09-15,其他類報酬指數,540.06,-,3.35,-0.62,
2026-09-15,臺灣生技報酬指數,4806.23,+,5.54,0.12,
2026-09-15,臺灣中小型公司治理報酬指數,28059.98,-,302.94,-1.07,
2026-09-15,臺灣IPO報酬指數,10493.91,-,192.92,-1.81,
2026-09-15,智慧中立報酬指數,4561.22,-,2.56,-0.06,
2026-09-15,加權指數掩護性臺指買權價外5%報酬指數,17395.03,-,124.16,-0.71,
2026-09-15,臺灣企業社會責任中小型報酬指數,21265.95,-,195.98,-0.91,
2026-09-15,特選臺灣電動車代表報酬指數,26042.88,-,90.24,-0.35,
2026-09-15,臺灣科技龍頭通訊報酬指數,30200.42,-,272.34,-0.89,
2026-09-15,臺灣全市場報酬指數,18840.06,-,191.00,-1.00,
2026-09-15,臺灣全市場半導體報酬指數,24152.37,-,398.15,-1.62,
2026-09-15,臺灣智慧移動與電動車報酬指數,20631.23,-,438.24,-2.08,
2026-09-15,特選小資高價30報酬指數,25179.45,-,429.32,-1.68,
2026-09-15,特選臺灣綠能及電動車報酬指數,13939.95,-,139.60,-0.99,
2026-09-15,特選臺灣智能車供應鏈聯盟報酬指數,21053.32,-,217.66,-1.02,
2026-09-15,臺灣全市場半導體精選30報酬指數,18473.45,-,238.83,-1.28,
2026-09-15,特選臺灣高股息30報酬指數,11087.35,-,57.68,-0.52,
2026-09-15,臺灣友善環境報酬指數,15876.20,-,148.56,-0.93,
2026-09-15,台灣永續價值報酬指數,15703.04,-,58.86,-0.37,
2026-09-15,特選臺灣IC設計報酬指數,9171.32,-,284.65,-3.01,
2026-09-15,特選臺灣環境永續高股息報酬指數,11231.11,-,88.00,-0.78,
2026-09-15,特選臺灣IC設計產業代表報酬指數,13229.63,-,372.94,-2.74,
2026-09-15,特選臺灣綠能報酬指數,10458.20,+,15.88,0.15,
2026-09-15,特選臺灣智慧50報酬指數,13220.24,-,112.18,-0.84,
2026-09-15,臺灣晶圓製造報酬指數,19160.93,-,276.18,-1.42,
2026-09-15,臺灣精選高息報酬指數,13072.73,-,120.13,-0.91,
2026-09-15,臺灣多因子優選高股息30報酬指數,15207.37,-,142.21,-0.93,
2026-09-15,特選臺灣優利高填息30報酬指數,17710.26,-,80.11,-0.45,
2026-09-15,特選臺灣科技優息報酬指數,17548.84,-,144.98,-0.82,
2026-09-15,臺灣半導體收益報酬指數,18194.50,-,285.92,-1.55,
2026-09-15,臺灣優選成長高股息報酬指數,15103.16,-,114.12,-0.75,
2026-09-15,特選臺灣ESG低碳高息40報酬指數,13236.31,-,94.61,-0.71,
2026-09-15,臺灣優選多因子30報酬指數,18108.28,-,136.41,-0.75,
2026-09-15,臺灣創新科技50報酬指數,23384.39,-,358.22,-1.51,
2026-09-15,臺灣全市場新經濟產業報酬指數,4357.67,-,21.81,-0.50,
2026-09-15,臺灣ESG永續高股息等權重報酬指數,8309.64,-,70.08,-0.84,
2026-09-15,臺灣永續高息中小型報酬指數,8833.48,-,106.91,-1.20,
2026-09-15,特選臺灣高息動能報酬指數,12719.49,-,99.35,-0.78,
2026-09-15,臺灣電子成長高息等權重報酬指數,9423.70,-,48.01,-0.51,
2026-09-15,特選臺灣優利成長報酬指數,8170.63,-,90.20,-1.09,
2026-09-15,臺灣價值高息報酬指數,8642.52,-,80.79,-0.93,
2026-09-15,特選臺灣IC設計動能報酬指數,13429.32,-,296.30,-2.16,
2026-09-15,臺灣趨勢動能高股息報酬指數,9553.01,-,91.07,-0.94,
2026-09-15,特選臺灣科技高息成長報酬指數,9621.97,-,88.56,-0.91,
2026-09-15,特選臺灣AI優息動能報酬指數,8249.92,-,57.00,-0.69,
2026-09-15,臺灣優選AI 50報酬指數,9804.92,-,97.16,-0.98,
2026-09-15,台灣旗艦動能50報酬指數,11031.98,-,109.88,-0.99,
2026-09-15,特選臺灣動能趨勢報酬指數,16718.83,-,192.21,-1.14,
2026-09-15,特選臺灣動能優息報酬指數,7475.69,-,89.23,-1.18,
2026-09-15,特選臺灣璞玉精選收益報酬指數,4699.58,-,28.91,-0.61,
2026-09-15,漲升股利150報酬指數,33339.17,-,401.00,-1.19,
2026-09-15,藍籌30報酬指數,38714.37,-,567.90,-1.45,
2026-09-15,工業菁英30報酬指數,36532.54,-,620.33,-1.67,
2026-09-15,低波動股利精選30報酬指數,20352.10,-,238.80,-1.16,
2026-09-15,中小型A級動能50報酬指數,39477.86,-,382.22,-0.96,
2026-09-15,特選高息低波報酬指數,21013.58,-,72.80,-0.35,
2026-09-15,臺灣永續報酬指數,36462.41,-,383.39,-1.04,
2026-09-15,存股雙十等權重報酬指數,30707.41,-,520.40,-1.67,
2026-09-15,特選大蘋果報酬指數,37115.03,-,307.40,-0.82,
2026-09-15,中小型300報酬指數,22429.56,-,300.03,-1.32,
2026-09-15,微波高息精選20報酬指數,19582.12,-,326.37,-1.64,
2026-09-15,特選世代行動通訊報酬指數,23515.64,-,317.19,-1.33,
2026-09-15,智慧投資多因子30報酬指數,11629.58,-,11.59,-0.10,
2026-09-15,特選大蘋果報酬正向兩倍指數,198501.60,-,"3,315.58",-1.64,
2026-09-15,特選大蘋果報酬反向一倍指數,1078.88,+,8.79,0.82,
2026-09-15,臺灣上櫃永續報酬指數,15941.59,-,259.26,-1.60,
2026-09-15,特選台股領航報酬指數,33980.90,-,525.74,-1.52,
2026-09-15,特選Smart多因子報酬指數,23376.88,-,266.14,-1.13,
2026-09-15,特選ESG高股息報酬指數,19973.48,-,400.67,-1.97,
2026-09-15,特選上櫃ESG成長報酬指數,11128.46,-,189.47,-1.67,
2026-09-15,臺灣優息存股報酬指數,7887.50,-,84.48,-1.06,
2026-09-15,特選上櫃ESG永續高股息報酬指數,15768.95,-,283.27,-1.76,
2026-09-15,特選臺灣金融高股息存股報酬指數,14083.40,-,109.52,-0.77,
2026-09-15,特選臺灣產業龍頭存股等權重報酬指數,10891.67,-,70.12,-0.64,
2026-09-15,上櫃ESG 30報酬指數,16093.59,-,310.51,-1.89,
2026-09-15,臺灣ESG低碳50報酬指數,19065.98,-,148.69,-0.77,
2026-09-15,臺灣創新板報酬指數,21707.25,-,"1,251.12",-5.45,
2026-09-15,特選上櫃ESG龍頭報酬指數,13672.09,-,150.97,-1.09,
2026-09-15,臺灣市值動能50報酬指數,11553.25,-,69.88,-0.60,
2026-09-15,臺灣護城河概念優選50報酬指數,10953.22,-,64.10,-0.58,
2026-09-15,特選臺灣中小型精選動能100報酬指數,7214.28,-,110.29,-1.51,
2026-09-15,特選臺灣大型股25報酬指數,12023.94,-,52.49,-0.43,
2026-09-15,特選臺灣TOP 50報酬指數,9345.50,-,70.72,-0.75,
2026-09-15,臺灣璞玉報酬指數,5861.32,-,17.78,-0.30,
2026-09-15,特選臺灣市值領航50報酬指數,6436.34,-,65.92,-1.01,
2026-09-15,臺灣璞玉中小優選100報酬指數,4775.37,-,62.64,-1.29,
