日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-11,寶島股價指數,51178.86,-,865.63,-1.66,
2026-09-11,發行量加權股價指數,46184.85,-,755.64,-1.61,
2026-09-11,臺灣公司治理100指數,28920.88,-,443.90,-1.51,
2026-09-11,臺灣50指數,42960.89,-,737.35,-1.69,
2026-09-11,臺灣50權重上限30%指數,36349.80,-,637.09,-1.72,
2026-09-11,臺灣中型100指數,35591.67,-,492.89,-1.37,
2026-09-11,臺灣資訊科技指數,89617.96,-,"1,704.37",-1.87,
2026-09-11,臺灣發達指數,17893.57,-,409.95,-2.24,
2026-09-11,臺灣高股息指數,15841.14,-,111.79,-0.70,
2026-09-11,臺灣就業99指數,29801.85,-,421.58,-1.39,
2026-09-11,臺灣高薪100指數,23366.98,-,36.50,-0.16,
2026-09-11,未含金融指數,41090.38,-,779.69,-1.86,
2026-09-11,未含電子指數,25705.43,-,69.61,-0.27,
2026-09-11,未含金融電子指數,16485.38,-,225.53,-1.35,
2026-09-11,小型股300指數,13526.25,-,156.43,-1.14,
2026-09-11,水泥窯製類指數,624.41,-,8.34,-1.32,
2026-09-11,塑膠化工類指數,1144.68,-,32.59,-2.77,
2026-09-11,機電類指數,16036.22,-,313.56,-1.92,
2026-09-11,水泥類指數,122.74,-,1.05,-0.85,
2026-09-11,食品類指數,1903.66,-,16.80,-0.87,
2026-09-11,塑膠類指數,388.94,-,12.28,-3.06,
2026-09-11,紡織纖維類指數,469.15,-,2.81,-0.60,
2026-09-11,電機機械類指數,537.87,-,6.13,-1.13,
2026-09-11,電器電纜類指數,107.69,-,1.11,-1.02,
2026-09-11,化學生技醫療類指數,162.93,-,4.29,-2.57,
2026-09-11,化學類指數,187.79,-,2.06,-1.09,
2026-09-11,生技醫療類指數,92.57,-,3.03,-3.17,
2026-09-11,玻璃陶瓷類指數,137.68,-,3.08,-2.19,
2026-09-11,造紙類指數,277.35,-,3.12,-1.11,
2026-09-11,鋼鐵類指數,119.30,-,1.53,-1.27,
2026-09-11,橡膠類指數,189.83,-,0.99,-0.52,
2026-09-11,汽車類指數,293.23,-,1.10,-0.37,
2026-09-11,電子工業類指數,2914.66,-,57.40,-1.93,
2026-09-11,半導體類指數,1558.23,-,31.77,-2.00,
2026-09-11,電腦及週邊設備類指數,463.26,-,7.68,-1.63,
2026-09-11,光電類指數,74.00,-,1.21,-1.61,
2026-09-11,通信網路類指數,230.87,-,3.00,-1.28,
2026-09-11,電子零組件類指數,876.58,-,19.31,-2.16,
2026-09-11,電子通路類指數,349.95,-,2.70,-0.77,
2026-09-11,資訊服務類指數,233.72,+,2.41,1.04,
2026-09-11,其他電子類指數,269.89,-,4.40,-1.60,
2026-09-11,建材營造類指數,457.11,-,4.46,-0.97,
2026-09-11,航運類指數,209.88,+,2.16,1.04,
2026-09-11,觀光餐旅類指數,101.49,-,0.45,-0.44,
2026-09-11,金融保險類指數,3555.70,+,39.47,1.12,
2026-09-11,貿易百貨類指數,235.96,-,1.87,-0.79,
2026-09-11,油電燃氣類指數,111.90,-,3.19,-2.77,
2026-09-11,綠能環保類指數,133.20,-,2.67,-1.97,
2026-09-11,數位雲端類指數,38.91,+,0.45,1.17,
2026-09-11,運動休閒類指數,55.68,-,1.18,-2.08,
2026-09-11,居家生活類指數,99.66,+,0.03,0.03,
2026-09-11,其他類指數,274.00,-,0.54,-0.20,
2026-09-11,臺指日報酬兩倍指數,223154.37,-,"7,423.61",-3.22,
2026-09-11,臺指反向一倍指數,1238.60,+,19.62,1.61,
2026-09-11,電子類兩倍槓桿指數,362577.72,-,"14,567.77",-3.86,
2026-09-11,電子類反向指數,764.77,+,14.49,1.93,
2026-09-11,臺灣生技指數,4129.24,-,129.27,-3.04,
2026-09-11,臺灣中小型公司治理指數,18874.76,-,106.98,-0.56,
2026-09-11,臺灣IPO指數,8677.43,-,354.81,-3.93,
2026-09-11,智慧中立指數,3160.11,+,22.92,0.73,
