日期,指數,收盤指數,漲跌,漲跌點數,漲跌百分比,特殊處理註記
2026-09-14,電腦及週邊設備類指數,458.63,-,4.63,-1.00,
2026-09-14,光電類指數,70.49,-,3.51,-4.74,
2026-09-14,通信網路類指數,231.50,+,0.63,0.27,
2026-09-14,電子零組件類指數,873.63,-,2.95,-0.34,
2026-09-14,電子通路類指數,352.37,+,2.42,0.69,
2026-09-14,資訊服務類指數,235.71,+,1.99,0.85,
2026-09-14,其他電子類指數,270.66,+,0.77,0.29,
2026-09-14,建材營造類指數,451.09,-,6.02,-1.32,
2026-09-14,航運類指數,210.16,+,0.28,0.13,
2026-09-14,觀光餐旅類指數,101.20,-,0.29,-0.29,
2026-09-14,金融保險類指數,3624.57,+,68.87,1.94,
2026-09-14,貿易百貨類指數,235.87,-,0.09,-0.04,
2026-09-14,油電燃氣類指數,110.88,-,1.02,-0.91,
2026-09-14,綠能環保類指數,129.26,-,3.94,-2.96,
2026-09-14,數位雲端類指數,39.77,+,0.86,2.21,
2026-09-14,運動休閒類指數,55.35,-,0.33,-0.59,
2026-09-14,居家生活類指數,100.71,+,1.05,1.05,
2026-09-14,其他類指數,274.88,+,0.88,0.32,
2026-09-14,臺指日報酬兩倍指數,220039.52,-,"3,114.85",-1.40,
2026-09-14,臺指反向一倍指數,1247.24,+,8.64,0.70,
2026-09-14,電子類兩倍槓桿指數,355738.32,-,"6,839.40",-1.89,
2026-09-14,電子類反向指數,771.98,+,7.21,0.94,
2026-09-14,臺灣生技指數,4082.29,-,46.95,-1.14,
2026-09-14,臺灣中小型公司治理指數,18955.82,+,81.06,0.43,
2026-09-14,臺灣IPO指數,8541.07,-,136.36,-1.57,
2026-09-14,智慧中立指數,3181.30,+,21.19,0.67,
2026-09-14,臺灣企業社會責任中小型指數,15717.51,-,3.00,-0.02,
2026-09-14,特選臺灣電動車代表指數,20786.91,-,284.41,-1.35,
2026-09-14,臺灣科技龍頭通訊指數,24998.22,-,211.12,-0.84,
2026-09-14,臺灣全市場指數,15864.41,-,86.27,-0.54,
2026-09-14,臺灣全市場半導體指數,20280.85,-,148.96,-0.73,
2026-09-14,臺灣智慧移動與電動車指數,17266.92,-,167.86,-0.96,
2026-09-14,特選小資高價30指數,21947.38,-,96.36,-0.44,
2026-09-14,特選臺灣綠能及電動車指數,11533.38,-,28.97,-0.25,
2026-09-14,特選臺灣智能車供應鏈聯盟指數,17703.21,-,159.74,-0.89,
2026-09-14,臺灣全市場半導體精選30指數,15781.26,-,124.15,-0.78,
2026-09-14,特選臺灣高股息30指數,6981.22,+,11.65,0.17,
2026-09-14,臺灣友善環境指數,13310.00,-,31.85,-0.24,
2026-09-14,台灣永續價值指數,13522.39,+,3.03,0.02,
2026-09-14,特選臺灣IC設計指數,7645.67,+,76.55,1.01,
2026-09-14,特選臺灣環境永續高股息指數,7227.16,-,29.84,-0.41,
2026-09-14,特選臺灣IC設計產業代表指數,11010.41,-,3.90,-0.04,
2026-09-14,特選臺灣綠能指數,8936.16,+,4.03,0.05,
2026-09-14,特選臺灣智慧50指數,10965.24,-,86.29,-0.78,
2026-09-14,臺灣晶圓製造指數,16385.19,-,161.93,-0.98,
2026-09-14,臺灣精選高息指數,8681.77,+,112.93,1.32,
2026-09-14,臺灣多因子優選高股息30指數,11670.99,+,80.67,0.70,
2026-09-14,特選臺灣優利高填息30指數,12972.51,+,57.87,0.45,
2026-09-14,特選臺灣科技優息指數,14560.00,+,12.79,0.09,
2026-09-14,臺灣半導體收益指數,15731.14,+,20.84,0.13,
2026-09-14,臺灣優選成長高股息指數,12641.00,-,77.51,-0.61,
2026-09-14,特選臺灣ESG低碳高息40指數,11015.20,-,16.89,-0.15,
2026-09-14,臺灣優選多因子30指數,16013.63,+,147.67,0.93,
2026-09-14,臺灣創新科技50指數,21376.11,-,137.31,-0.64,
2026-09-14,臺灣全市場新經濟產業指數,3791.75,-,21.51,-0.56,
2026-09-14,臺灣ESG永續高股息等權重指數,6936.62,+,5.91,0.09,
2026-09-14,臺灣永續高息中小型指數,7666.53,-,7.64,-0.10,
2026-09-14,特選臺灣高息動能指數,11062.66,+,132.26,1.21,
2026-09-14,臺灣電子成長高息等權重指數,8275.21,+,17.75,0.21,
2026-09-14,特選臺灣優利成長指數,7122.27,+,16.22,0.23,
2026-09-14,臺灣價值高息指數,7531.11,+,38.91,0.52,
2026-09-14,特選臺灣IC設計動能指數,12945.27,-,111.93,-0.86,
2026-09-14,臺灣趨勢動能高股息指數,8378.19,+,70.92,0.85,
2026-09-14,特選臺灣科技高息成長指數,8382.11,+,32.09,0.38,
2026-09-14,特選臺灣AI優息動能指數,7471.47,-,6.11,-0.08,
2026-09-14,臺灣優選AI 50指數,8934.70,-,4.64,-0.05,
2026-09-14,台灣旗艦動能50指數,10400.79,-,53.90,-0.52,
2026-09-14,特選臺灣動能趨勢指數,15598.59,-,57.84,-0.37,
2026-09-14,特選臺灣動能優息指數,7191.01,+,22.95,0.32,
2026-09-14,特選臺灣璞玉精選收益指數,4564.59,-,8.91,-0.19,
2026-09-14,金融類日報酬兩倍指數,131052.04,+,"4,887.34",3.87,
2026-09-14,金融類日報酬反向一倍指數,1904.14,-,37.61,-1.94,
2026-09-14,漲升股利150指數,21497.40,-,121.92,-0.56,
2026-09-14,藍籌30指數,27469.84,-,107.80,-0.39,
2026-09-14,工業菁英30指數,25580.18,-,302.54,-1.17,
2026-09-14,低波動股利精選30指數,13749.45,+,210.40,1.55,
2026-09-14,中小型A級動能50指數,29983.05,-,166.58,-0.55,
2026-09-14,特選高息低波指數,12613.62,+,48.51,0.39,
2026-09-14,臺灣永續指數,25731.62,-,117.89,-0.46,
2026-09-14,存股雙十等權重指數,20752.52,-,219.17,-1.05,
2026-09-14,特選大蘋果指數,27600.06,-,171.69,-0.62,
2026-09-14,中小型300指數,17231.33,-,135.99,-0.78,
2026-09-14,微波高息精選20指數,14437.83,+,154.47,1.08,
2026-09-14,特選世代行動通訊指數,18639.35,-,115.00,-0.61,
2026-09-14,智慧投資多因子30指數,8151.85,+,44.22,0.55,
2026-09-14,臺股期貨指數,24687.03,-,248.72,-1.00,
2026-09-14,臺灣上櫃永續指數,12821.55,-,50.24,-0.39,
2026-09-14,特選台股領航指數,26209.86,-,25.35,-0.10,
2026-09-14,特選Smart多因子指數,19058.97,-,131.13,-0.68,
2026-09-14,特選ESG高股息指數,14179.41,+,102.01,0.72,
2026-09-14,特選上櫃ESG成長指數,9657.17,-,5.43,-0.06,
2026-09-14,臺灣優息存股指數,6136.20,+,44.91,0.74,
2026-09-14,特選上櫃ESG永續高股息指數,13240.17,+,64.71,0.49,
2026-09-14,特選臺灣金融高股息存股指數,11886.41,+,224.18,1.92,
2026-09-14,特選臺灣產業龍頭存股等權重指數,9312.91,-,87.30,-0.93,
2026-09-14,上櫃ESG 30指數,14630.41,+,23.45,0.16,
2026-09-14,臺灣ESG低碳50指數,17039.18,-,110.31,-0.64,
2026-09-14,臺灣創新板指數,22228.83,-,699.48,-3.05,
2026-09-14,特選上櫃ESG龍頭指數,12554.41,-,28.86,-0.23,
2026-09-14,臺灣市值動能50指數,10989.49,-,99.26,-0.90,
2026-09-14,臺灣護城河概念優選50指數,10457.95,-,57.12,-0.54,
2026-09-14,特選臺灣中小型精選動能100指數,6956.07,-,78.86,-1.12,
2026-09-14,特選臺灣大型股25指數,11617.66,-,68.42,-0.59,
2026-09-14,特選臺灣TOP 50指數,9285.16,-,32.83,-0.35,
2026-09-14,臺灣璞玉指數,5661.40,-,10.20,-0.18,
2026-09-14,特選臺灣市值領航50指數,6435.45,-,45.77,-0.71,
2026-09-14,臺灣璞玉中小優選100指數,4740.05,-,33.18,-0.70,
2026-09-14,寶島股價報酬指數,78990.36,-,528.74,-0.66,
2026-09-14,發行量加權股價報酬指數,105910.88,-,743.83,-0.70,
2026-09-14,臺灣公司治理100報酬指數,43900.04,-,252.12,-0.57,
2026-09-14,臺灣50報酬指數,98488.18,-,734.53,-0.74,
2026-09-14,臺灣50權重上限30%報酬指數,86067.63,-,359.86,-0.42,
2026-09-14,臺灣中型100報酬指數,77261.88,-,632.28,-0.81,
2026-09-14,臺灣資訊科技股報酬指數,190811.95,-,"1,980.48",-1.03,
2026-09-14,臺灣發達報酬指數,38836.24,-,298.13,-0.76,
2026-09-14,臺灣高股息報酬指數,52031.39,+,21.51,0.04,
2026-09-14,臺灣就業99報酬指數,52325.50,-,224.76,-0.43,
2026-09-14,臺灣高薪100報酬指數,40813.07,+,303.69,0.75,
2026-09-14,未含金融電子報酬指數,40088.41,-,400.14,-0.99,
2026-09-14,小型股300報酬指數,20322.88,-,85.56,-0.42,
2026-09-14,水泥類報酬指數,281.36,-,4.82,-1.68,
2026-09-14,食品類報酬指數,3415.07,-,22.83,-0.66,
2026-09-14,塑膠類報酬指數,765.67,-,8.26,-1.07,
2026-09-14,紡織纖維類報酬指數,888.50,-,9.06,-1.01,
2026-09-14,電機機械類報酬指數,860.00,-,22.04,-2.50,
2026-09-14,電器電纜類報酬指數,186.60,-,1.68,-0.89,
2026-09-14,化學生技醫療類報酬指數,273.49,-,5.92,-2.12,
2026-09-14,化學類報酬指數,356.01,-,3.60,-1.00,
2026-09-14,生技醫療類報酬指數,135.76,-,3.61,-2.59,
2026-09-14,玻璃陶瓷類報酬指數,176.30,-,1.12,-0.63,
2026-09-14,造紙類報酬指數,468.93,-,1.44,-0.31,
2026-09-14,鋼鐵類報酬指數,225.16,-,1.76,-0.78,
2026-09-14,橡膠類報酬指數,347.16,-,3.58,-1.02,
2026-09-14,汽車類報酬指數,532.47,+,1.52,0.29,
2026-09-14,電子工業類報酬指數,5962.42,-,56.75,-0.94,
2026-09-14,半導體類報酬指數,2949.44,-,32.89,-1.10,
2026-09-14,電腦及週邊設備類報酬指數,1162.43,-,11.73,-1.00,
2026-09-14,光電類報酬指數,116.06,-,5.77,-4.74,
2026-09-14,通信網路類報酬指數,549.79,+,1.50,0.27,
2026-09-14,電子零組件類報酬指數,1780.27,-,6.01,-0.34,
2026-09-14,電子通路類報酬指數,1026.60,+,7.06,0.69,
2026-09-14,資訊服務類報酬指數,651.26,+,5.49,0.85,
2026-09-14,其他電子類報酬指數,499.32,+,1.43,0.29,
2026-09-14,建材營造類報酬指數,1062.34,-,13.70,-1.27,
2026-09-14,航運類報酬指數,476.74,+,0.63,0.13,
2026-09-14,觀光餐旅類報酬指數,162.24,-,0.46,-0.28,
2026-09-14,金融保險類報酬指數,7200.66,+,136.83,1.94,
2026-09-14,貿易百貨類報酬指數,421.17,-,0.16,-0.04,
2026-09-14,油電燃氣類報酬指數,193.07,-,1.76,-0.90,
2026-09-14,綠能環保類報酬指數,144.52,-,4.41,-2.96,
2026-09-14,數位雲端類報酬指數,43.64,+,0.95,2.23,
2026-09-14,運動休閒類報酬指數,64.70,-,0.38,-0.58,
2026-09-14,居家生活類報酬指數,117.83,+,1.23,1.05,
2026-09-14,其他類報酬指數,543.41,+,1.75,0.32,
2026-09-14,臺灣生技報酬指數,4800.69,-,55.22,-1.14,
2026-09-14,臺灣中小型公司治理報酬指數,28362.92,+,121.29,0.43,
2026-09-14,臺灣IPO報酬指數,10686.83,-,170.61,-1.57,
2026-09-14,智慧中立報酬指數,4563.78,+,30.39,0.67,
2026-09-14,加權指數掩護性臺指買權價外5%報酬指數,17519.19,-,68.68,-0.39,
2026-09-14,臺灣企業社會責任中小型報酬指數,21461.93,-,3.51,-0.02,
2026-09-14,特選臺灣電動車代表報酬指數,26133.12,-,357.56,-1.35,
2026-09-14,臺灣科技龍頭通訊報酬指數,30472.76,-,257.36,-0.84,
2026-09-14,臺灣全市場報酬指數,19031.06,-,103.40,-0.54,
2026-09-14,臺灣全市場半導體報酬指數,24550.52,-,180.32,-0.73,
2026-09-14,臺灣智慧移動與電動車報酬指數,21069.47,-,204.34,-0.96,
2026-09-14,特選小資高價30報酬指數,25608.77,-,112.43,-0.44,
2026-09-14,特選臺灣綠能及電動車報酬指數,14079.55,-,35.37,-0.25,
2026-09-14,特選臺灣智能車供應鏈聯盟報酬指數,21270.98,-,191.93,-0.89,
2026-09-14,臺灣全市場半導體精選30報酬指數,18712.28,-,147.20,-0.78,
2026-09-14,特選臺灣高股息30報酬指數,11145.03,+,18.60,0.17,
2026-09-14,臺灣友善環境報酬指數,16024.76,-,38.35,-0.24,
2026-09-14,台灣永續價值報酬指數,15761.90,+,3.54,0.02,
2026-09-14,特選臺灣IC設計報酬指數,9455.97,+,94.67,1.01,
2026-09-14,特選臺灣環境永續高股息報酬指數,11319.11,-,38.09,-0.34,
2026-09-14,特選臺灣IC設計產業代表報酬指數,13602.57,-,4.83,-0.04,
2026-09-14,特選臺灣綠能報酬指數,10442.32,+,4.72,0.05,
2026-09-14,特選臺灣智慧50報酬指數,13332.42,-,104.92,-0.78,
2026-09-14,臺灣晶圓製造報酬指數,19437.11,-,192.10,-0.98,
2026-09-14,臺灣精選高息報酬指數,13192.86,+,171.61,1.32,
2026-09-14,臺灣多因子優選高股息30報酬指數,15349.58,+,106.10,0.70,
2026-09-14,特選臺灣優利高填息30報酬指數,17790.37,+,79.36,0.45,
2026-09-14,特選臺灣科技優息報酬指數,17693.82,+,15.55,0.09,
2026-09-14,臺灣半導體收益報酬指數,18480.42,+,24.48,0.13,
2026-09-14,臺灣優選成長高股息報酬指數,15217.28,-,93.30,-0.61,
2026-09-14,特選臺灣ESG低碳高息40報酬指數,13330.92,-,16.06,-0.12,
2026-09-14,臺灣優選多因子30報酬指數,18244.69,+,168.24,0.93,
2026-09-14,臺灣創新科技50報酬指數,23742.61,-,152.52,-0.64,
2026-09-14,臺灣全市場新經濟產業報酬指數,4379.48,-,24.64,-0.56,
2026-09-14,臺灣ESG永續高股息等權重報酬指數,8379.72,+,7.14,0.09,
2026-09-14,臺灣永續高息中小型報酬指數,8940.39,-,7.67,-0.09,
2026-09-14,特選臺灣高息動能報酬指數,12818.84,+,153.25,1.21,
2026-09-14,臺灣電子成長高息等權重報酬指數,9471.71,+,20.31,0.21,
2026-09-14,特選臺灣優利成長報酬指數,8260.83,+,18.81,0.23,
2026-09-14,臺灣價值高息報酬指數,8723.31,+,45.07,0.52,
2026-09-14,特選臺灣IC設計動能報酬指數,13725.62,-,118.69,-0.86,
2026-09-14,臺灣趨勢動能高股息報酬指數,9644.08,+,81.63,0.85,
2026-09-14,特選臺灣科技高息成長報酬指數,9710.53,+,37.18,0.38,
2026-09-14,特選臺灣AI優息動能報酬指數,8306.92,-,6.78,-0.08,
2026-09-14,臺灣優選AI 50報酬指數,9902.08,-,5.15,-0.05,
2026-09-14,台灣旗艦動能50報酬指數,11141.86,-,57.74,-0.52,
2026-09-14,特選臺灣動能趨勢報酬指數,16911.04,-,62.71,-0.37,
2026-09-14,特選臺灣動能優息報酬指數,7564.92,+,24.15,0.32,
2026-09-14,特選臺灣璞玉精選收益報酬指數,4728.49,-,9.24,-0.20,
2026-09-14,漲升股利150報酬指數,33740.17,-,191.36,-0.56,
2026-09-14,藍籌30報酬指數,39282.27,-,154.16,-0.39,
2026-09-14,工業菁英30報酬指數,37152.87,-,439.41,-1.17,
2026-09-14,低波動股利精選30報酬指數,20590.90,+,315.08,1.55,
2026-09-14,中小型A級動能50報酬指數,39860.08,-,221.46,-0.55,
2026-09-14,特選高息低波報酬指數,21086.38,+,81.09,0.39,
2026-09-14,臺灣永續報酬指數,36845.80,-,168.82,-0.46,
2026-09-14,存股雙十等權重報酬指數,31227.81,-,329.80,-1.05,
2026-09-14,特選大蘋果報酬指數,37422.43,-,232.80,-0.62,
2026-09-14,中小型300報酬指數,22729.59,-,178.62,-0.78,
2026-09-14,微波高息精選20報酬指數,19908.49,+,213.00,1.08,
2026-09-14,特選世代行動通訊報酬指數,23832.83,-,147.04,-0.61,
2026-09-14,智慧投資多因子30報酬指數,11641.17,+,63.14,0.55,
2026-09-14,特選大蘋果報酬正向兩倍指數,201817.18,-,"2,526.67",-1.24,
2026-09-14,特選大蘋果報酬反向一倍指數,1070.09,+,6.58,0.62,
2026-09-14,臺灣上櫃永續報酬指數,16200.85,-,63.49,-0.39,
2026-09-14,特選台股領航報酬指數,34506.64,-,33.38,-0.10,
2026-09-14,特選Smart多因子報酬指數,23643.02,-,162.37,-0.68,
2026-09-14,特選ESG高股息報酬指數,20374.15,+,146.58,0.72,
2026-09-14,特選上櫃ESG成長報酬指數,11317.93,-,6.36,-0.06,
2026-09-14,臺灣優息存股報酬指數,7971.98,+,58.35,0.74,
2026-09-14,特選上櫃ESG永續高股息報酬指數,16052.22,+,78.45,0.49,
2026-09-14,特選臺灣金融高股息存股報酬指數,14192.92,+,267.68,1.92,
2026-09-14,特選臺灣產業龍頭存股等權重報酬指數,10961.79,-,102.76,-0.93,
2026-09-14,上櫃ESG 30報酬指數,16404.10,+,26.31,0.16,
2026-09-14,臺灣ESG低碳50報酬指數,19214.67,-,124.40,-0.64,
2026-09-14,臺灣創新板報酬指數,22958.37,-,722.44,-3.05,
2026-09-14,特選上櫃ESG龍頭報酬指數,13823.06,-,31.78,-0.23,
2026-09-14,臺灣市值動能50報酬指數,11623.13,-,104.98,-0.90,
2026-09-14,臺灣護城河概念優選50報酬指數,11017.32,-,60.18,-0.54,
2026-09-14,特選臺灣中小型精選動能100報酬指數,7324.57,-,82.75,-1.12,
2026-09-14,特選臺灣大型股25報酬指數,12076.43,-,71.12,-0.59,
2026-09-14,特選臺灣TOP 50報酬指數,9416.22,-,33.29,-0.35,
2026-09-14,臺灣璞玉報酬指數,5879.10,-,10.44,-0.18,
2026-09-14,特選臺灣市值領航50報酬指數,6502.26,-,46.25,-0.71,
2026-09-14,臺灣璞玉中小優選100報酬指數,4838.01,-,33.45,-0.69,
